Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
39-3092,Costume Attendants,2.5,3.12,2.25,3.12,2.88,1.0,1.12,1.0,2.5,2.38,1.88,1.88,2.0,2.25,1.5,3.12,2.75,2.0,2.12,1.88,2.75,1.0,2.0,2.88,1.0,1.0,2.88,3.0,3.12,2.12,2.38,1.62,2.75,1.62,2.5
39-3093,Locker Room — Coatroom — and Dressing Room Attendants,2.12,3.5,2.0,2.75,2.5,1.0,1.12,1.0,2.0,2.25,1.38,1.0,1.25,2.0,1.38,2.75,2.5,1.5,1.25,1.62,2.25,1.0,1.25,2.62,1.0,1.0,3.5,3.12,3.62,1.0,1.38,1.0,2.38,1.0,2.25
39-4011,Embalmers,3.0,3.75,2.88,3.0,3.12,1.5,1.62,1.0,2.62,3.0,2.12,2.0,2.0,2.75,2.0,3.0,2.38,2.12,2.0,2.75,2.25,1.25,2.25,3.0,1.5,2.62,3.12,3.12,3.88,2.12,2.12,1.88,3.12,2.0,3.12
39-4021,Funeral Attendants,2.0,3.12,2.25,3.0,2.62,1.88,1.5,1.0,2.0,2.38,2.0,1.5,1.5,1.75,1.75,3.0,1.88,2.12,1.62,2.12,2.0,1.25,2.0,2.75,1.25,1.25,3.25,3.25,3.0,2.0,1.88,1.25,2.38,2.0,2.25
39-4031,Morticians — Undertakers — and Funeral Arrangers,3.0,4.12,3.0,3.75,3.12,1.0,1.25,1.0,3.0,3.12,2.75,2.62,2.5,3.0,2.75,3.0,3.12,2.62,2.38,2.75,3.12,1.38,2.5,3.25,1.0,1.75,3.88,4.12,3.75,3.0,2.88,1.62,3.38,1.75,3.25
39-5011,Barbers,2.5,3.38,2.25,2.5,2.88,2.0,1.88,1.0,1.62,3.0,1.88,1.75,2.0,2.0,1.88,2.88,2.0,1.88,2.12,2.0,2.25,1.0,1.88,2.75,1.88,1.25,3.12,3.12,3.12,1.75,1.62,1.5,2.62,2.0,2.0
39-5012,Hairdressers — Hairstylists — and Cosmetologists,3.25,3.88,3.0,2.88,3.38,1.38,1.75,1.0,2.88,3.25,2.88,1.5,1.88,2.5,2.38,3.0,2.75,1.38,2.5,2.0,2.88,1.38,1.62,3.0,1.0,1.62,3.62,3.12,3.75,2.25,2.25,1.75,3.0,1.5,2.88
39-5091,Makeup Artists — Theatrical and Performance,3.12,3.5,3.0,3.12,3.25,1.0,2.0,1.0,2.62,3.25,2.75,2.88,2.75,2.5,2.12,3.12,2.38,1.12,2.38,2.0,2.88,1.38,2.25,3.62,1.0,1.5,3.0,3.0,3.75,2.5,2.38,1.75,3.0,1.62,2.88
39-5092,Manicurists and Pedicurists,2.75,3.0,2.25,2.75,2.5,1.0,1.5,1.0,2.12,2.38,2.12,1.38,1.5,2.0,1.88,2.62,2.5,1.12,1.5,1.5,2.62,1.0,1.75,2.75,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.75,2.75,1.38,2.12
39-5093,Shampooers,2.25,3.12,2.12,2.75,2.5,1.0,1.38,1.0,2.12,2.5,2.0,1.38,1.38,2.0,1.62,2.75,2.25,1.25,1.12,2.12,2.38,1.0,1.5,2.5,1.0,1.0,3.0,2.75,3.25,1.5,1.5,1.38,2.5,1.38,2.38
39-5094,Skincare Specialists,3.0,3.5,3.0,3.0,3.12,1.0,1.88,1.0,2.88,2.88,2.75,1.5,1.75,2.0,2.0,3.25,2.62,2.0,2.0,2.12,2.75,1.25,2.12,3.12,1.0,1.38,3.62,3.12,3.75,2.38,2.25,1.38,3.0,1.5,2.88
39-6011,Baggage Porters and Bellhops,2.25,3.62,2.88,3.0,3.0,1.62,1.5,1.0,2.5,2.75,2.25,1.88,1.88,2.12,2.0,2.88,2.25,2.38,1.12,2.38,2.25,1.25,2.0,2.88,1.62,1.0,3.75,2.88,3.62,2.12,2.0,1.25,2.88,2.0,2.75
39-6012,Concierges,2.88,4.0,2.88,3.5,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.75,1.75,2.0,2.0,3.0,2.75,1.0,1.25,1.38,3.0,1.25,1.25,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.75,3.0,1.25,2.75
39-7011,Tour Guides and Escorts,2.25,3.25,2.12,3.0,2.88,1.0,1.0,1.0,2.38,2.75,2.25,1.0,1.25,2.0,2.0,3.0,2.12,1.12,1.75,1.75,2.62,1.0,1.25,3.0,1.0,1.0,3.12,3.25,3.88,1.62,1.88,1.62,3.0,1.0,2.25
39-7012,Travel Guides,3.12,3.88,3.12,3.75,3.12,1.0,1.5,1.0,2.75,3.12,2.75,2.62,2.75,2.88,2.5,3.0,3.12,2.12,2.0,2.0,3.75,1.88,2.12,3.25,1.12,1.0,4.12,3.88,4.0,2.75,2.62,1.75,3.25,1.5,3.12
39-9011,Childcare Workers,3.0,3.5,3.19,3.31,3.37,1.0,1.0,1.0,3.125,3.31,3.125,1.5,1.625,2.315,1.87,3.69,2.875,1.44,1.5,1.88,3.25,1.0,1.94,3.0,1.0,1.37,3.565,3.565,3.435,2.25,2.63,1.815,3.19,1.63,3.0
39-9031,Exercise Trainers and Group Fitness Instructors,3.0,3.25,2.62,3.0,3.0,1.5,1.75,1.0,4.0,3.0,3.12,1.0,1.38,2.12,1.75,3.0,2.0,1.62,2.0,1.88,2.88,1.12,1.88,3.0,1.12,1.75,3.75,3.12,3.62,2.25,2.12,1.75,3.0,1.88,2.62
39-9032,Recreation Workers,3.12,4.0,3.12,4.0,3.25,1.0,1.38,1.0,3.75,3.0,3.12,2.0,2.62,3.12,2.12,3.75,3.0,1.62,2.0,2.0,3.12,1.38,1.88,3.12,1.0,1.62,4.0,4.0,4.0,2.88,2.75,1.88,3.25,1.88,3.12
39-9041,Residential Advisors,3.0,3.88,3.12,3.75,3.62,1.0,1.0,1.0,2.88,3.12,2.75,2.12,2.25,2.88,2.0,3.75,3.62,1.75,2.0,2.0,3.38,1.38,2.0,3.12,1.0,1.38,3.62,4.0,3.75,2.75,2.75,1.88,3.62,1.75,3.0
41-1011,First-Line Supervisors of Retail Sales Workers,3.0,3.88,3.0,3.5,3.5,1.0,1.0,1.0,3.25,3.12,3.0,2.5,2.62,3.25,2.75,3.5,3.25,1.5,2.5,1.88,3.25,1.75,2.12,3.0,1.0,1.0,3.75,3.5,3.75,3.0,3.0,1.88,3.12,1.38,3.0
41-1012,First-Line Supervisors of Non-Retail Sales Workers,3.5,4.0,3.62,3.88,3.62,1.0,1.0,1.0,3.25,3.88,3.25,2.88,2.88,4.0,3.0,4.0,3.62,1.62,2.0,1.75,3.75,1.5,2.25,3.62,1.0,1.0,3.12,3.88,4.0,3.12,3.12,1.5,3.88,1.12,3.62
41-2011,Cashiers,2.0,3.0,2.0,2.75,2.75,1.0,1.0,1.0,2.38,2.5,2.0,1.5,1.38,2.0,2.62,2.62,2.38,1.5,1.0,1.88,2.38,1.0,1.38,2.75,1.0,1.25,3.12,3.0,3.0,2.0,2.0,1.0,2.62,1.38,2.12
41-2012,Gambling Change Persons and Booth Cashiers,2.0,3.0,2.88,3.0,2.88,1.62,1.62,1.0,2.38,2.75,2.0,2.12,2.0,2.25,2.88,2.88,2.62,2.0,1.12,2.38,2.62,1.25,2.25,3.12,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.38,2.12,2.75
41-2021,Counter and Rental Clerks,2.75,3.75,2.75,3.0,3.12,1.62,1.62,1.0,2.5,2.88,2.12,2.0,2.12,2.38,2.25,3.0,2.88,2.0,1.0,2.38,2.88,1.38,1.62,3.25,1.62,1.0,3.38,3.12,3.38,2.0,2.0,1.62,3.0,1.62,3.0
41-2022,Parts Salespersons,2.88,4.0,2.88,2.88,3.25,1.88,2.12,1.0,2.88,3.0,2.38,1.5,2.12,2.12,2.75,3.12,2.88,2.0,1.25,2.25,3.75,1.38,2.12,3.62,1.88,1.0,3.62,3.38,4.0,2.25,2.12,1.5,3.0,2.0,3.0
41-2031,Retail Salespersons,3.0,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.88,2.88,2.62,2.12,2.0,2.38,2.62,3.0,3.5,2.0,1.5,2.0,3.88,1.25,2.0,3.0,1.0,1.0,3.75,3.5,3.75,2.0,2.0,1.88,3.0,1.75,3.0
41-3011,Advertising Sales Agents,2.88,3.75,3.0,3.12,3.25,1.0,1.0,1.0,2.25,3.25,2.62,2.0,2.0,2.38,2.75,3.0,3.75,2.0,2.12,2.0,4.0,1.88,1.62,3.38,1.0,1.0,3.88,3.88,4.12,3.0,2.12,1.88,3.0,1.0,3.12
41-3021,Insurance Sales Agents,3.0,3.88,2.88,3.0,3.75,1.0,1.0,1.0,2.62,3.0,2.75,1.25,1.12,2.0,3.0,2.88,3.25,1.75,1.88,1.75,3.62,1.75,1.12,4.0,1.0,1.12,3.38,3.12,3.88,2.75,2.75,1.75,3.5,1.0,3.62
41-3031,Securities — Commodities — and Financial Services Sales Agents,3.5,3.75,3.38,2.88,3.75,1.12,1.12,1.12,2.88,3.62,2.62,3.12,2.0,2.75,3.12,3.62,3.0,1.12,2.0,1.62,3.5,1.88,1.38,3.5,1.0,1.25,3.25,3.38,3.5,3.25,3.12,1.62,3.12,1.12,3.38
41-3041,Travel Agents,3.12,4.12,3.0,3.12,3.12,1.0,1.12,1.0,2.62,3.38,2.5,2.12,1.75,1.88,2.88,3.0,3.12,1.62,1.75,1.75,3.62,1.75,1.25,4.0,1.0,1.25,4.12,3.75,4.0,2.38,2.25,1.75,3.0,1.0,3.12
41-4011,Sales Representatives — Wholesale and Manufacturing — Technical and Scientific Products,3.31,3.81,3.25,3.31,3.44,1.0,1.435,1.0,2.88,3.12,2.75,2.25,2.06,2.37,2.815,3.06,3.625,1.875,2.06,1.94,3.935,1.75,1.94,3.685,1.0,1.44,3.685,3.69,4.125,2.815,2.435,1.94,3.0,1.31,3.25
41-4012,Sales Representatives — Wholesale and Manufacturing — Except Technical and Scientific Products,3.12,4.0,3.12,3.12,3.5,1.0,1.0,1.0,2.75,3.12,2.25,1.88,1.88,1.88,2.25,3.12,3.75,1.75,1.75,1.62,3.75,1.5,1.25,3.38,1.0,1.0,3.12,3.75,4.0,2.25,2.25,1.62,3.0,1.0,3.25
41-9011,Demonstrators and Product Promoters,2.88,3.88,3.0,3.0,3.0,1.0,1.0,1.0,2.38,3.0,2.75,1.62,1.62,2.38,2.12,3.0,2.38,1.75,2.0,2.12,3.5,1.12,2.12,3.25,1.0,1.0,3.25,3.0,3.88,2.12,2.25,1.88,3.0,2.0,3.0
41-9012,Models,1.88,2.75,1.88,2.62,2.62,1.0,1.0,1.0,1.25,2.12,1.12,1.0,1.0,1.5,1.25,1.88,2.0,1.0,1.38,1.0,2.0,1.0,1.12,2.5,1.0,1.0,1.88,2.88,2.75,1.75,1.12,1.5,2.5,1.0,2.0
41-9021,Real Estate Brokers,3.62,3.88,3.0,3.12,3.88,1.0,1.0,1.0,2.5,3.38,2.5,2.12,1.75,2.62,2.88,3.12,3.62,1.75,1.62,1.75,3.5,1.5,2.62,3.88,1.0,1.12,3.25,3.38,4.0,2.38,2.25,1.38,3.0,1.62,3.38
41-9022,Real Estate Sales Agents,3.12,4.0,3.12,3.75,3.62,1.0,1.0,1.0,2.62,3.25,2.5,2.12,1.75,2.75,3.12,3.0,3.88,1.75,1.75,1.75,3.62,1.62,2.12,3.38,1.0,1.12,3.5,3.75,4.0,2.62,2.62,1.62,3.38,1.75,3.38
41-9031,Sales Engineers,3.75,4.0,3.88,3.38,4.0,1.0,1.88,1.0,3.38,4.0,3.0,2.38,2.25,2.62,3.0,2.88,3.88,1.62,2.75,1.88,4.12,1.88,1.88,4.0,1.0,2.12,3.75,4.0,4.12,3.62,3.5,2.75,3.5,1.75,3.75
41-9041,Telemarketers,2.0,4.0,2.38,2.5,3.0,1.0,1.0,1.0,2.25,2.38,1.5,1.25,1.25,1.62,1.38,2.25,3.0,1.12,1.38,1.25,4.12,1.25,1.12,3.25,1.0,1.0,3.5,3.25,4.12,1.75,1.62,1.25,2.38,1.0,2.5
41-9091,Door-to-Door Sales Workers — News and Street Vendors — and Related Workers,2.62,3.38,2.62,3.25,2.88,1.0,1.0,1.0,2.38,3.0,2.25,1.62,1.75,1.88,1.88,2.75,3.25,1.38,1.75,1.38,4.0,1.62,1.12,3.0,1.0,1.0,3.62,3.75,4.0,2.0,2.12,1.75,2.75,1.0,2.88
43-1011,First-Line Supervisors of Office and Administrative Support Workers,3.75,4.0,3.38,4.0,3.88,1.0,1.0,1.0,3.75,3.75,3.62,2.5,2.75,3.75,2.75,4.0,3.62,1.12,2.38,2.25,3.62,1.88,2.88,4.0,1.0,1.0,3.62,4.0,4.0,3.0,3.12,1.5,3.75,2.0,3.75
43-2011,Switchboard Operators — Including Answering Service,2.5,4.0,2.5,3.0,2.75,1.0,1.0,1.0,2.0,2.62,2.0,1.0,1.0,1.88,1.88,2.88,2.12,1.75,1.38,2.0,2.38,1.25,1.62,3.0,1.0,1.0,3.12,3.5,3.88,2.0,1.88,1.0,2.75,1.5,2.75
43-2021,Telephone Operators,2.25,4.0,2.62,2.5,3.0,1.0,1.0,1.0,2.0,2.25,2.0,1.38,1.38,2.0,1.88,2.75,1.88,1.25,1.12,1.75,2.0,1.38,1.12,3.0,1.0,1.0,3.5,3.12,4.0,2.0,1.88,1.25,2.5,1.0,2.25
43-3011,Bill and Account Collectors,2.88,3.88,2.88,2.88,3.12,1.0,1.0,1.0,2.38,2.88,2.12,1.5,1.5,2.12,2.62,3.0,3.0,1.0,1.12,1.88,3.38,1.25,1.62,3.12,1.0,1.0,3.0,3.38,3.88,2.25,2.0,1.0,3.0,1.5,3.25
43-3021,Billing and Posting Clerks,2.75,3.12,2.88,2.75,3.12,1.38,1.38,1.0,2.12,2.88,2.38,1.5,1.62,2.25,3.25,3.12,2.25,1.5,1.25,1.88,2.12,2.0,1.75,3.62,1.5,1.12,2.88,2.88,3.12,2.25,2.25,1.25,3.12,1.62,3.0
43-3031,Bookkeeping — Accounting — and Auditing Clerks,2.75,3.25,2.88,2.88,3.25,1.0,1.0,1.0,2.12,2.75,2.0,2.0,1.75,2.12,3.38,3.0,2.25,1.12,1.38,1.62,2.25,1.38,1.12,3.25,1.0,1.12,2.88,2.75,3.12,2.12,2.12,1.12,3.0,1.0,3.12
43-3041,Gambling Cage Workers,2.38,3.25,2.25,2.88,3.0,1.0,1.0,1.0,2.88,2.88,2.38,1.88,1.5,2.25,3.25,3.0,2.88,2.0,1.12,2.12,2.88,1.25,2.0,3.0,1.0,1.0,3.0,3.0,3.5,2.0,2.0,1.0,3.0,1.38,3.0
43-3051,Payroll and Timekeeping Clerks,2.75,3.75,3.0,2.75,3.12,1.0,1.0,1.0,2.25,2.88,2.25,1.25,1.0,2.0,3.25,3.0,2.0,1.0,1.25,1.88,2.0,1.88,1.62,3.88,1.0,1.0,3.0,2.88,3.12,2.12,2.0,1.38,2.88,1.0,3.12
43-3061,Procurement Clerks,3.25,3.88,3.5,3.12,3.75,1.0,1.0,1.0,2.5,3.5,2.38,2.38,2.38,2.75,3.0,3.62,2.88,1.0,1.88,1.25,2.88,1.38,1.62,4.0,1.0,1.0,3.12,3.62,4.0,2.25,2.25,1.5,3.0,1.0,3.62
43-3071,Tellers,2.88,3.5,2.88,2.88,3.12,1.0,1.0,1.0,2.88,2.88,2.25,1.62,1.5,2.38,3.0,3.12,2.5,2.0,1.12,2.0,2.75,1.25,1.88,3.12,1.0,1.0,3.12,3.12,3.25,2.12,2.38,1.38,3.0,1.5,3.0
43-4011,Brokerage Clerks,3.0,3.88,2.88,2.88,3.38,1.0,1.0,1.0,2.5,3.0,2.62,2.0,1.88,2.62,3.0,3.12,2.88,1.12,1.75,1.88,2.5,2.0,1.12,3.75,1.0,1.0,3.0,3.0,3.88,2.88,2.5,1.0,3.5,1.0,3.12
43-4021,Correspondence Clerks,2.75,3.75,2.88,2.88,3.38,1.0,1.0,1.0,2.25,3.25,2.62,1.38,1.5,2.25,2.75,2.88,2.62,1.12,1.25,1.38,2.75,1.38,1.5,3.75,1.0,1.25,3.0,3.12,3.5,2.12,2.12,1.25,3.0,1.0,4.0
43-4031,Court — Municipal — and License Clerks,2.62,3.62,2.88,3.0,3.25,1.25,1.38,1.0,2.38,3.0,2.5,1.75,1.5,2.75,2.38,3.0,2.12,1.5,1.25,1.75,2.38,1.75,1.75,3.38,1.25,1.12,3.12,3.25,3.62,2.5,2.25,1.5,3.12,1.25,3.38
43-4041,Credit Authorizers — Checkers — and Clerks,2.62,3.62,2.75,3.0,3.25,1.0,1.0,1.0,2.75,3.0,2.5,1.88,1.75,2.62,2.5,3.0,2.38,1.12,1.25,1.0,2.62,1.62,1.25,3.62,1.0,1.12,3.0,3.12,3.62,2.12,2.12,1.0,3.12,1.0,3.12
43-4051,Customer Service Representatives,2.88,4.0,3.12,2.88,3.25,1.0,1.0,1.0,2.75,2.88,2.62,1.38,1.38,2.38,2.25,3.0,3.0,1.0,1.62,1.75,3.0,1.5,1.12,3.38,1.0,1.0,4.0,3.0,3.88,2.25,2.25,1.88,3.12,1.0,3.0
43-4061,Eligibility Interviewers — Government Programs,3.12,4.0,3.12,3.12,3.5,1.0,1.0,1.0,2.12,3.25,2.5,1.12,1.0,2.25,2.25,3.12,3.0,1.0,1.0,1.5,2.88,1.25,1.0,3.88,1.0,1.25,3.62,3.75,4.25,2.12,2.25,1.25,3.0,1.0,3.75
43-4071,File Clerks,2.88,3.38,2.88,2.88,3.0,1.0,1.12,1.0,2.25,2.75,2.25,1.88,2.0,2.25,2.12,3.12,2.38,2.0,1.75,1.75,2.25,1.5,2.0,3.88,1.0,1.0,3.12,3.0,3.25,2.0,2.25,1.38,3.0,1.12,3.12
43-4081,Hotel — Motel — and Resort Desk Clerks,2.75,3.38,3.0,3.12,2.88,1.0,1.0,1.0,2.88,3.0,2.62,1.62,1.38,3.0,2.62,3.0,2.88,1.12,1.0,2.12,2.88,1.75,2.0,3.0,1.0,1.0,3.62,3.75,3.75,2.25,2.25,1.88,3.0,1.38,2.88
43-4111,Interviewers — Except Eligibility and Loan,2.88,4.0,3.12,3.0,3.25,1.0,1.0,1.0,2.88,2.62,2.88,1.5,1.5,2.88,2.25,3.0,3.0,1.0,1.88,2.0,3.0,1.88,1.12,3.5,1.0,1.0,3.25,3.38,3.88,2.25,2.12,1.25,3.25,1.0,3.25
43-4121,Library Assistants — Clerical,2.25,3.25,2.88,3.0,3.0,1.25,1.0,1.0,2.75,2.75,2.5,1.88,2.0,2.25,2.12,2.88,2.0,1.0,1.12,1.75,2.12,1.5,2.0,3.25,1.25,1.0,3.38,2.88,3.0,2.0,2.0,1.38,2.88,1.25,3.0
43-4131,Loan Interviewers and Clerks,3.38,4.12,3.5,3.0,3.75,1.0,1.0,1.0,3.0,3.38,2.62,2.12,1.25,2.0,3.12,3.0,2.88,1.0,2.0,1.88,3.0,1.75,1.75,3.88,1.0,1.12,3.0,3.38,4.0,2.5,2.5,1.75,3.25,1.5,3.62
43-4141,New Accounts Clerks,2.75,4.0,2.75,3.12,3.12,1.0,1.0,1.0,2.38,3.0,2.5,1.38,1.12,2.12,2.88,3.12,2.38,1.25,1.38,1.62,3.0,1.62,1.62,3.5,1.0,1.0,3.38,3.25,4.0,2.38,2.0,1.25,2.88,1.0,3.0
43-4151,Order Clerks,3.0,4.0,2.88,3.0,3.12,1.0,1.0,1.0,2.38,3.12,2.38,1.62,1.75,2.12,3.0,3.12,2.88,1.62,1.5,1.62,3.0,1.38,2.25,3.5,1.0,1.0,3.5,3.0,3.88,2.25,2.12,1.25,2.88,1.5,3.12
43-4161,Human Resources Assistants — Except Payroll and Timekeeping,3.0,4.0,3.0,3.0,3.38,1.0,1.0,1.0,2.5,3.0,2.5,1.62,1.62,2.38,2.0,3.38,2.62,1.25,1.75,1.75,2.88,1.75,1.25,4.0,1.0,1.12,3.0,3.38,3.75,2.25,2.25,1.62,3.12,1.0,3.5
43-4171,Receptionists and Information Clerks,2.75,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.62,2.38,2.12,1.38,1.38,2.0,2.0,2.88,2.25,1.0,1.12,1.62,2.62,1.38,1.88,3.12,1.0,1.0,3.62,3.12,3.88,2.0,2.0,1.0,2.88,1.38,3.0
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,3.0,4.0,3.0,3.12,3.38,1.0,1.0,1.0,2.88,3.12,2.62,1.38,1.38,2.25,2.62,3.0,2.88,1.5,1.75,2.12,3.25,1.88,1.88,3.5,1.0,1.0,4.0,3.62,4.0,2.75,2.38,1.5,3.12,1.38,3.12
43-5011,Cargo and Freight Agents,2.935,3.44,3.06,3.375,3.315,1.56,1.56,1.06,2.625,2.875,2.375,1.88,2.12,2.31,2.625,3.25,3.185,1.56,1.875,2.315,3.0,1.5,1.935,3.5,1.5,1.0,3.125,3.125,3.435,2.625,2.5,1.565,3.185,1.75,3.125
43-5021,Couriers and Messengers,2.62,3.25,2.62,2.75,3.0,1.75,1.12,1.0,1.88,2.88,2.12,1.62,1.62,1.88,2.5,2.75,2.12,2.62,1.38,2.5,2.38,1.0,1.88,3.0,1.12,1.12,3.0,2.75,3.25,2.0,2.0,1.38,3.25,1.88,3.0
43-5031,Public Safety Telecommunicators,3.12,4.38,3.25,3.75,3.75,1.5,1.5,1.12,3.0,3.38,2.75,1.88,2.0,2.5,2.0,3.12,2.88,2.0,2.0,2.5,3.12,1.88,2.0,3.62,1.62,1.38,3.75,3.88,4.12,2.62,2.0,1.75,2.88,2.12,3.0
43-5032,Dispatchers — Except Police — Fire — and Ambulance,3.0,4.0,3.12,3.88,3.12,1.0,1.0,1.0,2.75,3.12,2.75,1.75,1.88,2.38,2.12,3.88,2.62,1.25,1.62,2.0,2.75,1.38,2.0,3.75,1.0,1.12,3.12,3.12,4.0,2.88,2.75,1.62,3.75,1.62,3.12
43-5041,Meter Readers — Utilities,2.75,3.0,2.88,2.62,3.0,2.0,1.62,1.12,2.5,2.62,2.38,1.88,1.88,2.12,2.38,2.88,2.38,2.88,1.5,2.88,2.5,1.88,2.38,3.0,2.0,1.12,3.0,2.75,3.0,2.0,2.0,1.5,3.0,2.5,2.62
43-5051,Postal Service Clerks,2.62,3.38,2.75,2.75,3.0,1.0,1.0,1.0,2.0,2.88,2.12,1.88,1.88,2.12,2.75,3.0,2.25,1.75,1.5,2.0,2.62,1.62,2.0,3.12,1.0,1.0,3.12,3.0,3.25,2.0,2.0,1.5,3.0,1.88,2.88
43-5052,Postal Service Mail Carriers,2.0,3.0,2.25,2.75,3.0,1.0,1.0,1.0,1.12,2.62,1.75,1.12,1.38,1.0,1.62,2.62,2.0,2.25,1.75,2.25,2.0,1.0,1.75,2.62,1.0,1.0,2.62,3.0,3.0,2.0,2.0,1.0,2.88,1.12,2.12
43-5053,Postal Service Mail Sorters — Processors — and Processing Machine Operators,2.12,2.88,2.5,3.0,3.0,1.62,1.12,1.0,2.25,2.88,2.12,1.0,1.0,2.12,2.0,3.12,1.75,2.75,1.5,2.88,2.0,1.62,2.25,3.0,1.38,1.0,2.5,2.75,3.0,2.12,1.88,1.0,2.88,2.12,2.25
43-5061,Production — Planning — and Expediting Clerks,2.75,3.5,3.12,3.0,3.38,1.0,1.12,1.0,2.12,2.88,2.38,2.25,2.62,2.5,2.62,3.12,2.62,1.5,1.62,2.12,2.62,1.88,2.25,3.62,1.0,1.12,2.62,2.88,3.62,2.88,2.75,1.88,3.5,2.0,3.12
43-5071,Shipping — Receiving — and Inventory Clerks,2.38,3.12,2.88,2.88,3.0,1.0,1.25,1.0,2.5,2.88,2.12,1.88,2.0,2.12,2.25,3.0,2.38,2.0,1.38,2.25,2.75,1.62,2.12,3.12,1.0,1.0,2.62,2.88,3.25,2.12,2.12,1.88,3.0,2.0,2.62
43-5111,Weighers — Measurers — Checkers — and Samplers — Recordkeeping,2.75,3.0,2.88,3.0,3.38,1.75,1.75,1.0,2.5,2.88,2.75,1.62,1.62,2.38,2.88,3.12,2.5,2.0,1.25,2.62,2.88,1.75,3.0,3.25,1.62,1.5,3.0,3.0,3.12,2.38,2.25,1.38,2.88,1.75,2.88
43-6011,Executive Secretaries and Executive Administrative Assistants,3.12,4.0,2.88,3.38,3.25,1.0,1.12,1.0,2.88,3.12,2.88,1.88,2.0,2.38,2.75,3.12,3.0,1.25,1.5,1.75,2.88,1.88,2.12,4.0,1.12,1.38,3.75,3.25,3.88,2.75,2.62,1.75,3.25,1.0,3.75
43-6012,Legal Secretaries and Administrative Assistants,2.75,4.0,2.88,3.0,3.0,1.0,1.0,1.0,2.12,2.75,2.25,1.25,1.0,2.12,2.12,3.0,2.12,1.0,1.25,2.0,2.38,1.38,2.0,4.0,1.0,1.0,3.0,3.0,3.75,2.0,2.0,1.38,3.25,1.25,3.88
43-6013,Medical Secretaries and Administrative Assistants,2.25,3.88,3.12,3.12,3.12,1.0,1.0,1.0,2.12,2.88,2.12,1.38,1.62,2.62,2.12,3.0,1.88,1.25,1.62,1.75,2.12,1.38,1.12,3.5,1.0,1.12,3.62,3.0,4.0,2.0,2.0,1.25,3.12,1.0,3.12
43-6014,Secretaries and Administrative Assistants — Except Legal — Medical — and Executive,2.88,4.0,2.88,3.12,3.0,1.0,1.0,1.0,2.12,3.0,2.12,1.62,1.75,2.62,2.0,3.12,2.38,1.25,1.88,1.88,2.25,1.62,1.88,3.88,1.0,1.0,3.5,3.0,4.0,2.0,2.0,1.5,3.5,1.0,3.75
43-9021,Data Entry Keyers,2.75,3.38,2.88,2.75,2.88,1.0,1.5,1.0,2.62,2.62,2.12,1.88,1.88,2.62,2.0,3.25,2.12,1.0,1.12,2.0,2.38,1.75,2.0,3.62,1.0,1.0,2.75,2.62,2.88,2.0,2.0,1.38,3.0,1.0,3.0
43-9022,Word Processors and Typists,2.25,3.25,2.0,2.62,2.75,1.62,1.12,1.0,1.75,2.5,1.88,1.38,1.62,1.88,2.62,3.0,2.0,1.62,1.62,1.75,2.12,1.75,2.38,3.5,1.0,1.0,2.88,2.62,3.0,2.25,1.88,1.75,3.0,1.5,3.25
43-9031,Desktop Publishers,3.0,3.5,3.12,2.88,3.75,1.5,1.62,1.0,2.75,3.62,2.88,2.0,2.0,2.88,2.0,3.0,2.5,2.0,2.88,2.38,2.62,2.62,2.5,3.75,1.62,1.0,2.88,3.0,3.5,2.75,2.62,1.88,3.12,1.75,3.12
43-9041,Insurance Claims and Policy Processing Clerks,2.62,3.25,3.0,3.12,3.25,1.0,1.0,1.0,2.5,3.0,2.62,1.5,1.38,2.0,2.38,3.0,2.88,1.25,1.38,1.88,2.75,1.62,1.62,3.5,1.0,1.12,3.12,3.12,3.38,2.62,2.62,1.12,3.5,1.12,3.12
43-9051,Mail Clerks and Mail Machine Operators — Except Postal Service,2.25,2.88,2.25,2.88,3.0,1.88,1.62,1.0,2.0,2.88,2.12,1.75,1.75,1.88,2.25,3.0,1.75,2.88,1.12,2.88,1.88,1.5,2.38,3.0,1.75,1.12,2.62,2.75,3.0,2.12,2.0,1.25,3.0,2.12,2.88
43-9061,Office Clerks — General,2.75,3.75,2.62,3.0,3.0,1.0,1.0,1.0,2.75,2.75,2.12,1.62,1.88,2.12,2.12,2.88,2.62,1.38,1.12,2.12,2.62,1.25,1.75,3.75,1.0,1.0,3.0,3.0,3.62,2.0,2.0,1.38,3.0,1.5,3.12
